6.535e-3 -3.0e0 2.3536e0 2.3536e0
6.535e-3 -2.2204e-15 2.3418e0 2.3418e0
6.535e-3 3.0e0 2.3281e0 2.3281e0
6.535e-3 6.0e0 2.3126e0 2.3126e0
6.535e-3 9.0e0 2.2952e0 2.2952e0
6.535e-3 1.2e1 2.276e0 2.276e0
6.535e-3 1.5e1 2.2547e0 2.2547e0
6.535e-3 1.8e1 2.2314e0 2.2314e0
6.535e-3 2.1e1 2.2057e0 2.2057e0
6.535e-3 2.4e1 2.1775e0 2.1775e0
6.535e-3 2.7e1 2.1465e0 2.1465e0
6.535e-3 3.0e1 2.1123e0 2.1123e0
7.03e-3 -3.0e1 2.3247e0 2.3247e0
7.03e-3 -2.7e1 2.3397e0 2.3397e0
7.03e-3 -2.4e1 2.3504e0 2.3504e0
7.03e-3 -2.1e1 2.3575e0 2.3575e0
7.03e-3 -1.8e1 2.3612e0 2.3612e0
7.03e-3 -1.5e1 2.362e0 2.362e0
7.03e-3 -1.2e1 2.3601e0 2.3601e0
7.03e-3 -9.0e0 2.3558e0 2.3558e0
7.03e-3 -6.0e0 2.3494e0 2.3494e0
7.03e-3 -3.0e0 2.3409e0 2.3409e0
7.03e-3 -2.2204e-15 2.3305e0 2.3305e0
7.03e-3 3.0e0 2.3182e0 2.3182e0
7.03e-3 6.0e0 2.3041e0 2.3041e0
7.03e-3 9.0e0 2.2882e0 2.2882e0
7.03e-3 1.2e1 2.2704e0 2.2704e0
7.03e-3 1.5e1 2.2506e0 2.2506e0
7.03e-3 1.8e1 2.2288e0 2.2288e0
7.03e-3 2.1e1 2.2048e0 2.2048e0
7.03e-3 2.4e1 2.1783e0 2.1783e0
7.03e-3 2.7e1 2.149e0 2.149e0
7.03e-3 3.0e1 2.1166e0 2.1166e0
7.525e-3 -3.0e1 2.2942e0 2.2942e0
7.525e-3 -2.7e1 2.3109e0 2.3109e0
7.525e-3 -2.4e1 2.3233e0 2.3233e0
7.525e-3 -2.1e1 2.3319e0 2.3319e0
7.525e-3 -1.8e1 2.3371e0 2.3371e0
7.525e-3 -1.5e1 2.3394e0 2.3394e0
7.525e-3 -1.2e1 2.339e0 2.339e0
7.525e-3 -9.0e0 2.3362e0 2.3362e0
7.525e-3 -6.0e0 2.3312e0 2.3312e0
7.525e-3 -3.0e0 2.3241e0 2.3241e0
7.525e-3 -2.2204e-15 2.3151e0 2.3151e0
7.525e-3 3.0e0 2.3042e0 2.3042e0
7.525e-3 6.0e0 2.2916e0 2.2916e0
7.525e-3 9.0e0 2.2771e0 2.2771e0
7.525e-3 1.2e1 2.2608e0 2.2608e0
7.525e-3 1.5e1 2.2426e0 2.2426e0
7.525e-3 1.8e1 2.2224e0 2.2224e0
7.525e-3 2.1e1 2.2e0 2.2e0
7.525e-3 2.4e1 2.1752e0 2.1752e0
7.525e-3 2.7e1 2.1477e0 2.1477e0
7.525e-3 3.0e1 2.1173e0 2.1173e0
8.02e-3 -3.0e1 2.2548e0 2.2548e0
8.02e-3 -2.7e1 2.2775e0 2.2775e0
8.02e-3 -2.4e1 2.2926e0 2.2926e0
8.02e-3 -2.1e1 2.3029e0 2.3029e0
8.02e-3 -1.8e1 2.3097e0 2.3097e0
8.02e-3 -1.5e1 2.3135e0 2.3135e0
8.02e-3 -1.2e1 2.3146e0 2.3146e0
8.02e-3 -9.0e0 2.3133e0 2.3133e0
8.02e-3 -6.0e0 2.3097e0 2.3097e0
8.02e-3 -3.0e0 2.304e0 2.304e0
8.02e-3 -2.2204e-15 2.2965e0 2.2965e0
8.02e-3 3.0e0 2.287e0 2.287e0
8.02e-3 6.0e0 2.2758e0 2.2758e0
8.02e-3 9.0e0 2.2628e0 2.2628e0
8.02e-3 1.2e1 2.248e0 2.248e0
8.02e-3 1.5e1 2.2313e0 2.2313e0
8.02e-3 1.8e1 2.2127e0 2.2127e0
8.02e-3 2.1e1 2.1919e0 2.1919e0
8.02e-3 2.4e1 2.1688e0 2.1688e0
8.02e-3 2.7e1 2.1432e0 2.1432e0
8.02e-3 3.0e1 2.1146e0 2.1146e0
8.515e-3 -3.0e1 2.2107e0 2.2107e0
8.515e-3 -2.7e1 2.2346e0 2.2346e0
8.515e-3 -2.4e1 2.255e0 2.255e0
8.515e-3 -2.1e1 2.2711e0 2.2711e0
8.515e-3 -1.8e1 2.2795e0 2.2795e0
8.515e-3 -1.5e1 2.2848e0 2.2848e0
8.515e-3 -1.2e1 2.2874e0 2.2874e0
8.515e-3 -9.0e0 2.2876e0 2.2876e0
8.515e-3 -6.0e0 2.2854e0 2.2854e0
8.515e-3 -3.0e0 2.2812e0 2.2812e0
8.515e-3 -2.2204e-15 2.2751e0 2.2751e0
8.515e-3 3.0e0 2.2671e0 2.2671e0
8.515e-3 6.0e0 2.2573e0 2.2573e0
8.515e-3 9.0e0 2.2457e0 2.2457e0
8.515e-3 1.2e1 2.2324e0 2.2324e0
8.515e-3 1.5e1 2.2172e0 2.2172e0
8.515e-3 1.8e1 2.2001e0 2.2001e0
8.515e-3 2.1e1 2.181e0 2.181e0
8.515e-3 2.4e1 2.1596e0 2.1596e0
8.515e-3 2.7e1 2.1357e0 2.1357e0
8.515e-3 3.0e1 2.1091e0 2.1091e0
9.01e-3 -3.0e1 2.1645e0 2.1645e0
9.01e-3 -2.7e1 2.1897e0 2.1897e0
9.01e-3 -2.4e1 2.2112e0 2.2112e0
9.01e-3 -2.1e1 2.2297e0 2.2297e0
9.01e-3 -1.8e1 2.2454e0 2.2454e0
9.01e-3 -1.5e1 2.2539e0 2.2539e0
9.01e-3 -1.2e1 2.258e0 2.258e0
9.01e-3 -9.0e0 2.2596e0 2.2596e0
9.01e-3 -6.0e0 2.2589e0 2.2589e0
9.01e-3 -3.0e0 2.2561e0 2.2561e0
9.01e-3 -2.2204e-15 2.2513e0 2.2513e0
9.01e-3 3.0e0 2.2447e0 2.2447e0
9.01e-3 6.0e0 2.2364e0 2.2364e0
9.01e-3 9.0e0 2.2262e0 2.2262e0
9.01e-3 1.2e1 2.2143e0 2.2143e0
9.01e-3 1.5e1 2.2006e0 2.2006e0
9.01e-3 1.8e1 2.1851e0 2.1851e0
9.01e-3 2.1e1 2.1675e0 2.1675e0
9.01e-3 2.4e1 2.1477e0 2.1477e0
9.01e-3 2.7e1 2.1256e0 2.1256e0
9.01e-3 3.0e1 2.1008e0 2.1008e0
9.505e-3 -3.0e1 2.1168e0 2.1168e0
9.505e-3 -2.7e1 2.1431e0 2.1431e0
9.505e-3 -2.4e1 2.1658e0 2.1658e0
