    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn   RPN:ChngeM    RPN:dT     RPN:COP   
      m^3/s        deg          K           W           W           _           _           _      
         0f          0g          0c          2e         14e          1A         10A         17A    
     1.8760E-2      -21.000      345.800    -1171.5        656.640    1.8760E-2       83.0900       1.28560
     1.8760E-2      -21.300      345.760    -1169.1        654.730    1.8760E-2       83.0100       1.28300
     1.8760E-2      -21.600      345.720    -1166.7        652.800    1.8760E-2       82.9290       1.28040
     1.8760E-2      -21.900      345.690    -1164.3        650.850    1.8760E-2       82.8470       1.27770
     1.8760E-2      -22.200      345.650    -1161.9        648.870    1.8760E-2       82.7640       1.27500
     1.8760E-2      -22.500      345.610    -1159.4        646.870    1.8760E-2       82.6800       1.27230
     1.8760E-2      -22.800      345.570    -1156.9        644.840    1.8760E-2       82.5950       1.26950
     1.8760E-2      -23.100      345.530    -1154.3        642.790    1.8760E-2       82.5080       1.26670
     1.8760E-2      -23.400      345.490    -1151.7        640.720    1.8760E-2       82.4210       1.26390
     1.8760E-2      -23.700      345.450    -1149.1        638.620    1.8760E-2       82.3320       1.26110
     1.8760E-2      -24.000      345.410    -1146.5        636.500    1.8760E-2       82.2430       1.25820
     1.8760E-2      -24.300      345.370    -1143.8        634.350    1.8760E-2       82.1520       1.25530
     1.8760E-2      -24.600      345.330    -1141.1        632.180    1.8760E-2       82.0600       1.25230
     1.8760E-2      -24.900      345.290    -1138.3        629.990    1.8760E-2       81.9670       1.24940
     1.8760E-2      -25.200      345.250    -1135.5        627.770    1.8760E-2       81.8740       1.24640
     1.8760E-2      -25.500      345.200    -1132.7        625.530    1.8760E-2       81.7790       1.24330
     1.8760E-2      -25.800      345.160    -1129.9        623.260    1.8760E-2       81.6830       1.24020
     1.8760E-2      -26.100      345.120    -1127.0        620.970    1.8760E-2       81.5860       1.23710
     1.8760E-2      -26.400      345.070    -1124.1        618.660    1.8760E-2       81.4880       1.23400
     1.8760E-2      -26.700      345.030    -1121.1        616.320    1.8760E-2       81.3890       1.23080
     1.8760E-2      -27.000      344.980    -1118.2        613.960    1.8760E-2       81.2890       1.22760
     1.8760E-2      -27.300      344.940    -1115.2        611.570    1.8760E-2       81.1870       1.22430
     1.8760E-2      -27.600      344.890    -1112.1        609.160    1.8760E-2       81.0850       1.22100
     1.8760E-2      -27.900      344.840    -1109.1        606.720    1.8760E-2       80.9820       1.21770
     1.8760E-2      -28.200      344.790    -1105.9        604.270    1.8760E-2       80.8780       1.21440
     1.8760E-2      -28.500      344.750    -1102.8        601.780    1.8760E-2       80.7720       1.21100
     1.8760E-2      -28.800      344.700    -1099.7        599.280    1.8760E-2       80.6660       1.20750
     1.8760E-2      -29.100      344.650    -1096.5        596.750    1.8760E-2       80.5590       1.20400
     1.8760E-2      -29.400      344.600    -1093.2        594.200    1.8760E-2       80.4500       1.20050
     1.8760E-2      -29.700      344.550    -1090.0        591.620    1.8760E-2       80.3410       1.19700
     1.8760E-2      -30.000      344.500    -1086.7        589.020    1.8760E-2       80.2300       1.19340
     1.8959E-2      -30.000      344.660    -1097.4        591.070    1.8959E-2       80.4420       1.17680
     1.8959E-2      -29.700      344.710    -1100.7        593.690    1.8959E-2       80.5530       1.18040
     1.8959E-2      -29.400      344.770    -1104.0        596.300    1.8959E-2       80.6640       1.18400
     1.8959E-2      -29.100      344.820    -1107.3        598.880    1.8959E-2       80.7730       1.18750
     1.8959E-2      -28.800      344.860    -1110.5        601.440    1.8959E-2       80.8820       1.19100
     1.8959E-2      -28.500      344.910    -1113.7        603.970    1.8959E-2       80.9890       1.19440
     1.8959E-2      -28.200      344.960    -1116.9        606.480    1.8959E-2       81.0960       1.19780
     1.8959E-2      -27.900      345.010    -1120.0        608.960    1.8959E-2       81.2010       1.20120
     1.8959E-2      -27.600      345.060    -1123.1        611.420    1.8959E-2       81.3060       1.20450
     1.8959E-2      -27.300      345.100    -1126.2        613.860    1.8959E-2       81.4090       1.20780
     1.8959E-2      -27.000      345.150    -1129.2        616.270    1.8959E-2       81.5110       1.21110
     1.8959E-2      -26.700      345.200    -1132.2        618.660    1.8959E-2       81.6120       1.21430
     1.8959E-2      -26.400      345.240    -1135.2        621.020    1.8959E-2       81.7120       1.21750
     1.8959E-2      -26.100      345.290    -1138.1        623.360    1.8959E-2       81.8120       1.22060
     1.8959E-2      -25.800      345.330    -1141.0        625.680    1.8959E-2       81.9100       1.22370
     1.8959E-2      -25.500      345.380    -1143.9        627.970    1.8959E-2       82.0060       1.22680
     1.8959E-2      -25.200      345.420    -1146.8        630.240    1.8959E-2       82.1020       1.22990
     1.8959E-2      -24.900      345.460    -1149.6        632.480    1.8959E-2       82.1970       1.23290
     1.8959E-2      -24.600      345.500    -1152.3        634.700    1.8959E-2       82.2910       1.23590
     1.8959E-2      -24.300      345.550    -1155.1        636.890    1.8959E-2       82.3840       1.23880
     1.8959E-2      -24.000      345.590    -1157.8        639.060    1.8959E-2       82.4750       1.24170
     1.8959E-2      -23.700      345.630    -1160.5        641.210    1.8959E-2       82.5660       1.24460
     1.8959E-2      -23.400      345.670    -1163.1        643.330    1.8959E-2       82.6550       1.24740
     1.8959E-2      -23.100      345.710    -1165.7        645.420    1.8959E-2       82.7440       1.25030
     1.8959E-2      -22.800      345.750    -1168.3        647.500    1.8959E-2       82.8310       1.25310
     1.8959E-2      -22.500      345.790    -1170.9        649.550    1.8959E-2       82.9170       1.25580
     1.8959E-2      -22.200      345.830    -1173.4        651.570    1.8959E-2       83.0020       1.25850
     1.8959E-2      -21.900      345.860    -1175.8        653.570    1.8959E-2       83.0870       1.26120
     1.8959E-2      -21.600      345.900    -1178.3        655.540    1.8959E-2       83.1700       1.26390
     1.8959E-2      -21.300      345.940    -1180.7        657.490    1.8959E-2       83.2520       1.26650
     1.8959E-2      -21.000      345.970    -1183.1        659.420    1.8959E-2       83.3320       1.26920
     1.8959E-2      -20.700      346.010    -1185.4        661.320    1.8959E-2       83.4120       1.27170
     1.8959E-2      -20.400      346.050    -1187.7        663.200    1.8959E-2       83.4910       1.27430
     1.8959E-2      -20.100      346.080    -1190.0        665.050    1.8959E-2       83.5680       1.27680
     1.8959E-2      -19.800      346.110    -1192.2        666.880    1.8959E-2       83.6450       1.27930
     1.8959E-2      -19.500      346.150    -1194.4        668.690    1.8959E-2       83.7200       1.28180
     1.8959E-2      -19.200      346.180    -1196.6        670.460    1.8959E-2       83.7950       1.28420
     1.8959E-2      -18.900      346.210    -1198.7        672.220    1.8959E-2       83.8680       1.28670
     1.8959E-2      -18.600      346.250    -1200.8        673.950    1.8959E-2       83.9400       1.28910
     1.8959E-2      -18.300      346.280    -1202.9        675.660    1.8959E-2       84.0110       1.29140
     1.8959E-2      -18.000      346.310    -1204.9        677.340    1.8959E-2       84.0810       1.29380
     1.8959E-2      -17.700      346.340    -1206.9        678.990    1.8959E-2       84.1500       1.29610
     1.8959E-2      -17.400      346.370    -1208.9        680.630    1.8959E-2       84.2180       1.29840
     1.8959E-2      -17.100      346.400    -1210.8        682.240    1.8959E-2       84.2840       1.30070
     1.8959E-2      -16.800      346.430    -1212.7        683.820    1.8959E-2       84.3500       1.30290
     1.8959E-2      -16.500      346.460    -1214.6        685.380    1.8959E-2       84.4140       1.30510
     1.8959E-2      -16.200      346.480    -1216.4        686.910    1.8959E-2       84.4780       1.30730
     1.8959E-2      -15.900      346.510    -1218.2        688.420    1.8959E-2       84.5400       1.30950
     1.8959E-2      -15.600      346.540    -1219.9        689.910    1.8959E-2       84.6010       1.31170
     1.8959E-2      -15.300      346.570    -1221.7        691.370    1.8959E-2       84.6610       1.31380
     1.8959E-2      -15.000      346.590    -1223.4        692.800    1.8959E-2       84.7200       1.31590
     1.8959E-2      -14.700      346.620    -1225.0        694.210    1.8959E-2       84.7780       1.31800
     1.8959E-2      -14.400      346.640    -1226.6        695.600    1.8959E-2       84.8340       1.32010
     1.8959E-2      -14.100      346.670    -1228.2        696.960    1.8959E-2       84.8900       1.32210
     1.8959E-2      -13.800      346.690    -1229.7        698.300    1.8959E-2       84.9440       1.32410
     1.8959E-2      -13.500      346.710    -1231.2        699.610    1.8959E-2       84.9980       1.32610
     1.8959E-2      -13.200      346.730    -1232.7        700.900    1.8959E-2       85.0500       1.32810
     1.8959E-2      -12.900      346.760    -1234.1        702.160    1.8959E-2       85.1010       1.33010
     1.8959E-2      -12.600      346.780    -1235.5        703.400    1.8959E-2       85.1510       1.33200
     1.8959E-2      -12.300      346.800    -1236.9        704.620    1.8959E-2       85.2000       1.33390
     1.8959E-2      -12.000      346.820    -1238.2        705.810    1.8959E-2       85.2480       1.33580
     1.8959E-2      -11.700      346.840    -1239.5        706.970    1.8959E-2       85.2950       1.33770
     1.8959E-2      -11.400      346.860    -1240.8        708.110    1.8959E-2       85.3400       1.33960
     1.8959E-2      -11.100      346.880    -1242.0        709.230    1.8959E-2       85.3850       1.34140
     1.8959E-2      -10.800      346.900    -1243.2        710.320    1.8959E-2       85.4280       1.34320
     1.8959E-2      -10.500      346.910    -1244.3        711.380    1.8959E-2       85.4700       1.34500
     1.8959E-2      -10.200      346.930    -1245.5        712.430    1.8959E-2       85.5110       1.34680
     1.8959E-2       -9.9000     346.950    -1246.5        713.440    1.8959E-2       85.5510       1.34860
     1.8959E-2       -9.6000     346.960    -1247.6        714.430    1.8959E-2       85.5900       1.35030
     1.8959E-2       -9.3000     346.980    -1248.6        715.400    1.8959E-2       85.6280       1.35210
     1.8959E-2       -9.0000     346.990    -1249.6        716.340    1.8959E-2       85.6640       1.35380
     1.8959E-2       -8.7000     347.010    -1250.5        717.260    1.8959E-2       85.7000       1.35550
     1.8959E-2       -8.4000     347.020    -1251.4        718.160    1.8959E-2       85.7340       1.35710
     1.8959E-2       -8.1000     347.030    -1252.2        719.020    1.8959E-2       85.7680       1.35880
     1.8959E-2       -7.8000     347.050    -1253.1        719.870    1.8959E-2       85.8000       1.36040
     1.8959E-2       -7.5000     347.060    -1253.9        720.690    1.8959E-2       85.8310       1.36210
     1.8959E-2       -7.2000     347.070    -1254.6        721.480    1.8959E-2       85.8600       1.36370
     1.8959E-2       -6.9000     347.080    -1255.3        722.250    1.8959E-2       85.8890       1.36530
     1.8959E-2       -6.6000     347.090    -1256.0        723.000    1.8959E-2       85.9170       1.36680
     1.8959E-2       -6.3000     347.100    -1256.7        723.720    1.8959E-2       85.9430       1.36840
     1.8959E-2       -6.0000     347.110    -1257.3        724.410    1.8959E-2       85.9690       1.36990
     1.8959E-2       -5.7000     347.120    -1257.8        725.080    1.8959E-2       85.9930       1.37150
     1.8959E-2       -5.4000     347.130    -1258.4        725.730    1.8959E-2       86.0160       1.37300
     1.8959E-2       -5.1000     347.130    -1258.9        726.350    1.8959E-2       86.0380       1.37450
     1.8959E-2       -4.8000     347.140    -1259.3        726.940    1.8959E-2       86.0590       1.37600
     1.8959E-2       -4.5000     347.150    -1259.8        727.520    1.8959E-2       86.0780       1.37740
     1.8959E-2       -4.2000     347.150    -1260.1        728.060    1.8959E-2       86.0970       1.37890
     1.8959E-2       -3.9000     347.160    -1260.5        728.590    1.8959E-2       86.1140       1.38030
     1.8959E-2       -3.6000     347.160    -1260.8        729.080    1.8959E-2       86.1310       1.38170
     1.8959E-2       -3.3000     347.170    -1261.1        729.560    1.8959E-2       86.1460       1.38310
     1.8959E-2       -3.0000     347.170    -1261.3        730.000    1.8959E-2       86.1600       1.38450
     1.8959E-2       -2.7000     347.180    -1261.5        730.430    1.8959E-2       86.1730       1.38590
     1.8959E-2       -2.4000     347.180    -1261.7        730.820    1.8959E-2       86.1840       1.38720
     1.8959E-2       -2.1000     347.180    -1261.8        731.200    1.8959E-2       86.1950       1.38860
     1.8959E-2       -1.8000     347.180    -1261.9        731.550    1.8959E-2       86.2050       1.38990
     1.8959E-2       -1.5000     347.180    -1262.0        731.870    1.8959E-2       86.2130       1.39120
     1.8959E-2       -1.2000     347.180    -1262.0        732.170    1.8959E-2       86.2200       1.39250
     1.8959E-2       -0.9000     347.180    -1262.0        732.440    1.8959E-2       86.2260       1.39380
     1.8959E-2       -0.6000     347.180    -1261.9        732.690    1.8959E-2       86.2310       1.39510
     1.8959E-2       -0.3000     347.180    -1261.9        732.920    1.8959E-2       86.2350       1.39640
     1.8959E-2   -1.3323E-15     347.180    -1261.7        733.120    1.8959E-2       86.2380       1.39760
     1.8959E-2        0.30000    347.180    -1261.6        733.300    1.8959E-2       86.2390       1.39880
     1.8959E-2        0.60000    347.170    -1261.4        733.450    1.8959E-2       86.2400       1.40010
     1.8959E-2        0.90000    347.170    -1261.1        733.570    1.8959E-2       86.2390       1.40130
     1.8959E-2        1.20000    347.170    -1260.9        733.670    1.8959E-2       86.2370       1.40250
     1.8959E-2        1.50000    347.160    -1260.6        733.750    1.8959E-2       86.2340       1.40360
     1.8959E-2        1.80000    347.160    -1260.2        733.800    1.8959E-2       86.2300       1.40480
     1.8959E-2        2.10000    347.150    -1259.8        733.830    1.8959E-2       86.2250       1.40600
     1.8959E-2        2.40000    347.140    -1259.4        733.830    1.8959E-2       86.2190       1.40710
     1.8959E-2        2.70000    347.140    -1259.0        733.810    1.8959E-2       86.2110       1.40820
     1.8959E-2        3.00000    347.130    -1258.5        733.760    1.8959E-2       86.2030       1.40930
     1.8959E-2        3.30000    347.120    -1257.9        733.690    1.8959E-2       86.1930       1.41040
     1.8959E-2        3.60000    347.110    -1257.4        733.590    1.8959E-2       86.1820       1.41150
     1.8959E-2        3.90000    347.100    -1256.8        733.470    1.8959E-2       86.1700       1.41260
     1.8959E-2        4.20000    347.090    -1256.1        733.320    1.8959E-2       86.1570       1.41360
     1.8959E-2        4.50000    347.080    -1255.5        733.150    1.8959E-2       86.1430       1.41470
     1.8959E-2        4.80000    347.070    -1254.8        732.960    1.8959E-2       86.1270       1.41570
     1.8959E-2        5.10000    347.060    -1254.0        732.740    1.8959E-2       86.1110       1.41670
     1.8959E-2        5.40000    347.050    -1253.2        732.490    1.8959E-2       86.0930       1.41770
     1.8959E-2        5.70000    347.040    -1252.4        732.220    1.8959E-2       86.0740       1.41870
     1.8959E-2        6.00000    347.020    -1251.5        731.930    1.8959E-2       86.0540       1.41970
     1.8959E-2        6.30000    347.010    -1250.6        731.610    1.8959E-2       86.0330       1.42070
     1.8959E-2        6.60000    346.990    -1249.7        731.260    1.8959E-2       86.0110       1.42160
     1.8959E-2        6.90000    346.980    -1248.7        730.900    1.8959E-2       85.9880       1.42260
     1.8959E-2        7.20000    346.960    -1247.7        730.500    1.8959E-2       85.9630       1.42350
     1.8959E-2        7.50000    346.950    -1246.7        730.080    1.8959E-2       85.9380       1.42440
     1.8959E-2        7.80000    346.930    -1245.6        729.640    1.8959E-2       85.9110       1.42530
     1.8959E-2        8.10000    346.920    -1244.5        729.170    1.8959E-2       85.8830       1.42620
     1.8959E-2        8.40000    346.900    -1243.4        728.680    1.8959E-2       85.8540       1.42710
     1.8959E-2        8.70000    346.880    -1242.2        728.170    1.8959E-2       85.8240       1.42790
     1.8959E-2        9.00000    346.860    -1241.0        727.620    1.8959E-2       85.7930       1.42880
     1.8959E-2        9.30000    346.840    -1239.7        727.060    1.8959E-2       85.7610       1.42960
     1.8959E-2        9.60000    346.820    -1238.4        726.470    1.8959E-2       85.7270       1.43040
     1.8959E-2        9.90000    346.800    -1237.1        725.850    1.8959E-2       85.6930       1.43120
     1.8959E-2       10.2000     346.780    -1235.7        725.210    1.8959E-2       85.6570       1.43200
     1.8959E-2       10.5000     346.760    -1234.3        724.550    1.8959E-2       85.6200       1.43280
     1.8959E-2       10.8000     346.740    -1232.9        723.860    1.8959E-2       85.5820       1.43360
     1.8959E-2       11.1000     346.710    -1231.4        723.140    1.8959E-2       85.5430       1.43430
     1.8959E-2       11.4000     346.690    -1229.9        722.400    1.8959E-2       85.5030       1.43510
     1.8959E-2       11.7000     346.670    -1228.3        721.640    1.8959E-2       85.4610       1.43580
     1.8959E-2       12.0000     346.640    -1226.7        720.850    1.8959E-2       85.4190       1.43650
     1.8959E-2       12.3000     346.620    -1225.1        720.040    1.8959E-2       85.3750       1.43720
     1.8959E-2       12.6000     346.590    -1223.5        719.200    1.8959E-2       85.3310       1.43790
     1.8959E-2       12.9000     346.570    -1221.8        718.340    1.8959E-2       85.2850       1.43850
     1.8959E-2       13.2000     346.540    -1220.0        717.450    1.8959E-2       85.2380       1.43920
     1.8959E-2       13.5000     346.510    -1218.3        716.540    1.8959E-2       85.1900       1.43980
     1.8959E-2       13.8000     346.490    -1216.5        715.610    1.8959E-2       85.1410       1.44040
     1.8959E-2       14.1000     346.460    -1214.6        714.650    1.8959E-2       85.0910       1.44110
     1.8959E-2       14.4000     346.430    -1212.8        713.660    1.8959E-2       85.0390       1.44160
     1.8959E-2       14.7000     346.400    -1210.9        712.650    1.8959E-2       84.9870       1.44220
     1.8959E-2       15.0000     346.370    -1208.9        711.620    1.8959E-2       84.9330       1.44280
     1.8959E-2       15.3000     346.340    -1206.9        710.560    1.8959E-2       84.8790       1.44330
     1.8959E-2       15.6000     346.310    -1204.9        709.480    1.8959E-2       84.8230       1.44390
     1.8959E-2       15.9000     346.280    -1202.9        708.370    1.8959E-2       84.7660       1.44440
     1.8959E-2       16.2000     346.250    -1200.8        707.240    1.8959E-2       84.7080       1.44490
     1.8959E-2       16.5000     346.210    -1198.7        706.080    1.8959E-2       84.6490       1.44540
     1.8959E-2       16.8000     346.180    -1196.5        704.900    1.8959E-2       84.5880       1.44580
     1.8959E-2       17.1000     346.150    -1194.3        703.690    1.8959E-2       84.5270       1.44630
     1.8959E-2       17.4000     346.110    -1192.1        702.460    1.8959E-2       84.4650       1.44670
     1.8959E-2       17.7000     346.080    -1189.9        701.210    1.8959E-2       84.4010       1.44710
     1.8959E-2       18.0000     346.040    -1187.6        699.930    1.8959E-2       84.3360       1.44750
     1.8959E-2       18.3000     346.010    -1185.2        698.620    1.8959E-2       84.2710       1.44790
     1.8959E-2       18.6000     345.970    -1182.9        697.300    1.8959E-2       84.2040       1.44830
     1.8959E-2       18.9000     345.930    -1180.5        695.940    1.8959E-2       84.1360       1.44860
     1.8959E-2       19.2000     345.900    -1178.0        694.570    1.8959E-2       84.0670       1.44890
     1.8959E-2       19.5000     345.860    -1175.6        693.170    1.8959E-2       83.9970       1.44920
     1.8959E-2       19.8000     345.820    -1173.0        691.740    1.8959E-2       83.9250       1.44950
     1.8959E-2       20.1000     345.780    -1170.5        690.290    1.8959E-2       83.8530       1.44980
     1.8959E-2       20.4000     345.740    -1167.9        688.820    1.8959E-2       83.7800       1.45010
     1.8959E-2       20.7000     345.700    -1165.3        687.320    1.8959E-2       83.7050       1.45030
     1.8959E-2       21.0000     345.660    -1162.7        685.790    1.8959E-2       83.6300       1.45050
     1.8959E-2       21.3000     345.620    -1160.0        684.240    1.8959E-2       83.5530       1.45070
     1.8959E-2       21.6000     345.580    -1157.3        682.670    1.8959E-2       83.4750       1.45090
     1.8959E-2       21.9000     345.540    -1154.5        681.080    1.8959E-2       83.3960       1.45100
     1.8959E-2       22.2000     345.500    -1151.8        679.460    1.8959E-2       83.3160       1.45120
     1.8959E-2       22.5000     345.450    -1149.0        677.810    1.8959E-2       83.2350       1.45130
     1.8959E-2       22.8000     345.410    -1146.1        676.140    1.8959E-2       83.1530       1.45140
     1.8959E-2       23.1000     345.360    -1143.2        674.450    1.8959E-2       83.0700       1.45140
     1.8959E-2       23.4000     345.320    -1140.3        672.730    1.8959E-2       82.9860       1.45150
     1.8959E-2       23.7000     345.280    -1137.4        670.990    1.8959E-2       82.9000       1.45150
     1.8959E-2       24.0000     345.230    -1134.4        669.220    1.8959E-2       82.8140       1.45150
     1.8959E-2       24.3000     345.180    -1131.4        667.430    1.8959E-2       82.7260       1.45150
     1.8959E-2       24.6000     345.140    -1128.3        665.610    1.8959E-2       82.6380       1.45140
     1.8959E-2       24.9000     345.090    -1125.2        663.780    1.8959E-2       82.5480       1.45140
     1.8959E-2       25.2000     345.040    -1122.1        661.910    1.8959E-2       82.4570       1.45130
     1.8959E-2       25.5000     344.990    -1119.0        660.020    1.8959E-2       82.3660       1.45120
     1.8959E-2       25.8000     344.940    -1115.8        658.110    1.8959E-2       82.2730       1.45100
     1.8959E-2       26.1000     344.900    -1112.6        656.180    1.8959E-2       82.1790       1.45090
     1.8959E-2       26.4000     344.850    -1109.3        654.220    1.8959E-2       82.0840       1.45070
     1.8959E-2       26.7000     344.800    -1106.0        652.230    1.8959E-2       81.9880       1.45040
     1.8959E-2       27.0000     344.750    -1102.7        650.220    1.8959E-2       81.8910       1.45020
     1.8959E-2       27.3000     344.690    -1099.4        648.190    1.8959E-2       81.7920       1.44990
     1.8959E-2       27.6000     344.640    -1096.0        646.130    1.8959E-2       81.6930       1.44960
     1.8959E-2       27.9000     344.590    -1092.6        644.050    1.8959E-2       81.5930       1.44930
     1.8959E-2       28.2000     344.540    -1089.1        641.950    1.8959E-2       81.4920       1.44890
     1.8959E-2       28.5000     344.480    -1085.6        639.820    1.8959E-2       81.3890       1.44850
     1.8959E-2       28.8000     344.430    -1082.1        637.670    1.8959E-2       81.2860       1.44810
     1.8959E-2       29.1000     344.380    -1078.6        635.490    1.8959E-2       81.1810       1.44770
     1.8959E-2       29.4000     344.320    -1075.0        633.290    1.8959E-2       81.0760       1.44720
     1.8959E-2       29.7000     344.270    -1071.4        631.060    1.8959E-2       80.9690       1.44670
     1.8959E-2       30.0000     344.210    -1067.8        628.820    1.8959E-2       80.8620       1.44620
     1.9157E-2       30.0000     344.370    -1078.3        631.960    1.9157E-2       81.0960       1.42890
     1.9157E-2       29.7000     344.430    -1082.0        634.220    1.9157E-2       81.2050       1.42950
     1.9157E-2       29.4000     344.480    -1085.7        636.460    1.9157E-2       81.3120       1.43000
     1.9157E-2       29.1000     344.540    -1089.3        638.680    1.9157E-2       81.4180       1.43050
     1.9157E-2       28.8000     344.590    -1092.9        640.870    1.9157E-2       81.5240       1.43100
     1.9157E-2       28.5000     344.650    -1096.4        643.040    1.9157E-2       81.6280       1.43140
     1.9157E-2       28.2000     344.700    -1099.9        645.180    1.9157E-2       81.7310       1.43180
     1.9157E-2       27.9000     344.760    -1103.4        647.300    1.9157E-2       81.8340       1.43220
     1.9157E-2       27.6000     344.810    -1106.8        649.400    1.9157E-2       81.9350       1.43250
     1.9157E-2       27.3000     344.860    -1110.3        651.470    1.9157E-2       82.0350       1.43280
     1.9157E-2       27.0000     344.910    -1113.6        653.510    1.9157E-2       82.1340       1.43310
     1.9157E-2       26.7000     344.960    -1117.0        655.530    1.9157E-2       82.2320       1.43340
     1.9157E-2       26.4000     345.010    -1120.3        657.530    1.9157E-2       82.3290       1.43360
     1.9157E-2       26.1000     345.060    -1123.6        659.510    1.9157E-2       82.4240       1.43380
     1.9157E-2       25.8000     345.110    -1126.8        661.450    1.9157E-2       82.5190       1.43400
     1.9157E-2       25.5000     345.160    -1130.0        663.380    1.9157E-2       82.6130       1.43420
     1.9157E-2       25.2000     345.210    -1133.2        665.280    1.9157E-2       82.7050       1.43430
     1.9157E-2       24.9000     345.260    -1136.4        667.160    1.9157E-2       82.7970       1.43440
     1.9157E-2       24.6000     345.310    -1139.5        669.010    1.9157E-2       82.8870       1.43450
     1.9157E-2       24.3000     345.350    -1142.6        670.830    1.9157E-2       82.9760       1.43460
     1.9157E-2       24.0000     345.400    -1145.6        672.640    1.9157E-2       83.0650       1.43460
     1.9157E-2       23.7000     345.450    -1148.6        674.410    1.9157E-2       83.1520       1.43460
     1.9157E-2       23.4000     345.490    -1151.6        676.170    1.9157E-2       83.2380       1.43460
     1.9157E-2       23.1000     345.540    -1154.6        677.900    1.9157E-2       83.3230       1.43460
     1.9157E-2       22.8000     345.580    -1157.5        679.600    1.9157E-2       83.4070       1.43450
     1.9157E-2       22.5000     345.630    -1160.3        681.280    1.9157E-2       83.4890       1.43440
     1.9157E-2       22.2000     345.670    -1163.2        682.940    1.9157E-2       83.5710       1.43430
     1.9157E-2       21.9000     345.710    -1166.0        684.570    1.9157E-2       83.6520       1.43420
     1.9157E-2       21.6000     345.760    -1168.8        686.170    1.9157E-2       83.7310       1.43410
     1.9157E-2       21.3000     345.800    -1171.5        687.750    1.9157E-2       83.8100       1.43390
     1.9157E-2       21.0000     345.840    -1174.2        689.310    1.9157E-2       83.8870       1.43370
     1.9157E-2       20.7000     345.880    -1176.9        690.840    1.9157E-2       83.9630       1.43350
     1.9157E-2       20.4000     345.920    -1179.5        692.350    1.9157E-2       84.0380       1.43330
     1.9157E-2       20.1000     345.960    -1182.1        693.830    1.9157E-2       84.1120       1.43310
     1.9157E-2       19.8000     346.000    -1184.7        695.290    1.9157E-2       84.1850       1.43280
     1.9157E-2       19.5000     346.040    -1187.2        696.730    1.9157E-2       84.2570       1.43250
     1.9157E-2       19.2000     346.080    -1189.7        698.140    1.9157E-2       84.3280       1.43220
     1.9157E-2       18.9000     346.110    -1192.1        699.520    1.9157E-2       84.3970       1.43190
     1.9157E-2       18.6000     346.150    -1194.6        700.880    1.9157E-2       84.4660       1.43160
     1.9157E-2       18.3000     346.190    -1197.0        702.220    1.9157E-2       84.5330       1.43120
     1.9157E-2       18.0000     346.220    -1199.3        703.530    1.9157E-2       84.5990       1.43080
     1.9157E-2       17.7000     346.260    -1201.6        704.810    1.9157E-2       84.6650       1.43050
     1.9157E-2       17.4000     346.290    -1203.9        706.080    1.9157E-2       84.7290       1.43010
     1.9157E-2       17.1000     346.330    -1206.2        707.310    1.9157E-2       84.7920       1.42960
     1.9157E-2       16.8000     346.360    -1208.4        708.520    1.9157E-2       84.8530       1.42920
     1.9157E-2       16.5000     346.400    -1210.5        709.710    1.9157E-2       84.9140       1.42870
     1.9157E-2       16.2000     346.430    -1212.7        710.870    1.9157E-2       84.9740       1.42830
     1.9157E-2       15.9000     346.460    -1214.8        712.010    1.9157E-2       85.0320       1.42780
     1.9157E-2       15.6000     346.490    -1216.9        713.120    1.9157E-2       85.0890       1.42730
     1.9157E-2       15.3000     346.520    -1218.9        714.210    1.9157E-2       85.1460       1.42670
     1.9157E-2       15.0000     346.550    -1220.9        715.280    1.9157E-2       85.2010       1.42620
     1.9157E-2       14.7000     346.580    -1222.8        716.310    1.9157E-2       85.2550       1.42570
     1.9157E-2       14.4000     346.610    -1224.8        717.330    1.9157E-2       85.3080       1.42510
     1.9157E-2       14.1000     346.640    -1226.7        718.320    1.9157E-2       85.3590       1.42450
     1.9157E-2       13.8000     346.670    -1228.5        719.280    1.9157E-2       85.4100       1.42390
     1.9157E-2       13.5000     346.700    -1230.3        720.220    1.9157E-2       85.4600       1.42330
     1.9157E-2       13.2000     346.730    -1232.1        721.140    1.9157E-2       85.5080       1.42270
     1.9157E-2       12.9000     346.750    -1233.9        722.030    1.9157E-2       85.5550       1.42200
     1.9157E-2       12.6000     346.780    -1235.6        722.890    1.9157E-2       85.6010       1.42140
     1.9157E-2       12.3000     346.800    -1237.2        723.730    1.9157E-2       85.6460       1.42070
     1.9157E-2       12.0000     346.830    -1238.9        724.550    1.9157E-2       85.6900       1.42000
     1.9157E-2       11.7000     346.850    -1240.5        725.340    1.9157E-2       85.7330       1.41930
     1.9157E-2       11.4000     346.880    -1242.0        726.100    1.9157E-2       85.7740       1.41860
     1.9157E-2       11.1000     346.900    -1243.6        726.840    1.9157E-2       85.8150       1.41790
     1.9157E-2       10.8000     346.920    -1245.0        727.560    1.9157E-2       85.8540       1.41710
     1.9157E-2       10.5000     346.950    -1246.5        728.250    1.9157E-2       85.8920       1.41640
     1.9157E-2       10.2000     346.970    -1247.9        728.920    1.9157E-2       85.9290       1.41560
     1.9157E-2        9.90000    346.990    -1249.3        729.560    1.9157E-2       85.9650       1.41480
