    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn     RPN:dT    RPN:ChngeM 
      m^3/s        deg          K           W           W           _           _      
         0f          0g          0c          1e         13e          9A         16A    
     1.4950E-4       -5.7000     336.740      -17.889       -7.4439     -58.441       -0.34764
     1.4950E-4       -5.8500     336.730      -17.889       -7.4432     -58.437       -0.34762
     1.4950E-4       -6.0000     336.730      -17.888       -7.4426     -58.432       -0.34761
     1.4950E-4       -6.1500     336.720      -17.888       -7.4420     -58.428       -0.3476 
     1.4950E-4       -6.3000     336.720      -17.887       -7.4414     -58.423       -0.34759
     1.4950E-4       -6.4500     336.720      -17.887       -7.4409     -58.419       -0.34758
     1.4950E-4       -6.6000     336.710      -17.886       -7.4405     -58.414       -0.34758
     1.4950E-4       -6.7500     336.710      -17.885       -7.4401     -58.410       -0.34758
     1.4950E-4       -6.9000     336.700      -17.885       -7.4398     -58.405       -0.34758
     1.4950E-4       -7.0500     336.700      -17.884       -7.4395     -58.401       -0.34758
     1.4950E-4       -7.2000     336.690      -17.883       -7.4393     -58.396       -0.34759
     1.4950E-4       -7.3500     336.690      -17.882       -7.4391     -58.391       -0.3476 
     1.4950E-4       -7.5000     336.680      -17.881       -7.4390     -58.387       -0.34761
     1.4950E-4       -7.6500     336.680      -17.880       -7.4389     -58.382       -0.34763
     1.4950E-4       -7.8000     336.670      -17.879       -7.4389     -58.377       -0.34765
     1.4950E-4       -7.9500     336.670      -17.878       -7.4390     -58.372       -0.34767
     1.4950E-4       -8.1000     336.660      -17.876       -7.4391     -58.368       -0.34769
     1.4950E-4       -8.2500     336.660      -17.875       -7.4393     -58.363       -0.34772
     1.4950E-4       -8.4000     336.650      -17.874       -7.4395     -58.358       -0.34775
     1.4950E-4       -8.5500     336.650      -17.872       -7.4398     -58.353       -0.34778
     1.4950E-4       -8.7000     336.640      -17.871       -7.4401     -58.348       -0.34781
     1.4950E-4       -8.8500     336.640      -17.869       -7.4405     -58.343       -0.34785
     1.4950E-4       -9.0000     336.630      -17.867       -7.4409     -58.338       -0.34789
     1.4950E-4       -9.1500     336.630      -17.866       -7.4414     -58.333       -0.34793
     1.4950E-4       -9.3000     336.620      -17.864       -7.4419     -58.328       -0.34798
     1.4950E-4       -9.4500     336.620      -17.862       -7.4425     -58.323       -0.34802
     1.4950E-4       -9.6000     336.610      -17.860       -7.4432     -58.318       -0.34807
     1.4950E-4       -9.7500     336.610      -17.858       -7.4439     -58.313       -0.34813
     1.4950E-4       -9.9000     336.600      -17.856       -7.4447     -58.308       -0.34818
     1.4950E-4      -10.050      336.600      -17.854       -7.4455     -58.303       -0.34824
     1.4950E-4      -10.200      336.590      -17.852       -7.4464     -58.298       -0.3483 
     1.4950E-4      -10.350      336.590      -17.850       -7.4473     -58.293       -0.34837
     1.4950E-4      -10.500      336.580      -17.847       -7.4483     -58.287       -0.34843
     1.4950E-4      -10.650      336.580      -17.845       -7.4493     -58.282       -0.3485 
     1.4950E-4      -10.800      336.570      -17.843       -7.4504     -58.277       -0.34858
     1.4950E-4      -10.950      336.570      -17.840       -7.4515     -58.272       -0.34865
     1.4950E-4      -11.100      336.560      -17.838       -7.4527     -58.266       -0.34873
     1.4950E-4      -11.250      336.560      -17.835       -7.4540     -58.261       -0.34881
     1.4950E-4      -11.400      336.550      -17.832       -7.4553     -58.256       -0.34889
     1.4950E-4      -11.550      336.550      -17.830       -7.4567     -58.250       -0.34898
     1.4950E-4      -11.700      336.540      -17.827       -7.4581     -58.245       -0.34906
     1.4950E-4      -11.850      336.540      -17.824       -7.4596     -58.240       -0.34916
     1.4950E-4      -12.000      336.530      -17.821       -7.4611     -58.234       -0.34925
     1.4950E-4      -12.150      336.520      -17.818       -7.4627     -58.229       -0.34935
     1.4950E-4      -12.300      336.520      -17.815       -7.4643     -58.223       -0.34945
     1.4950E-4      -12.450      336.510      -17.812       -7.4660     -58.218       -0.34955
     1.4950E-4      -12.600      336.510      -17.809       -7.4678     -58.212       -0.34965
     1.4950E-4      -12.750      336.500      -17.805       -7.4696     -58.207       -0.34976
     1.4950E-4      -12.900      336.500      -17.802       -7.4714     -58.201       -0.34987
     1.4950E-4      -13.050      336.490      -17.799       -7.4734     -58.195       -0.34998
     1.4950E-4      -13.200      336.490      -17.795       -7.4753     -58.190       -0.3501 
     1.4950E-4      -13.350      336.480      -17.792       -7.4773     -58.184       -0.35022
     1.4950E-4      -13.500      336.480      -17.788       -7.4794     -58.179       -0.35034
     1.4950E-4      -13.650      336.470      -17.785       -7.4816     -58.173       -0.35046
     1.4950E-4      -13.800      336.460      -17.781       -7.4837     -58.167       -0.35059
     1.4950E-4      -13.950      336.460      -17.777       -7.4860     -58.161       -0.35072
     1.4950E-4      -14.100      336.450      -17.773       -7.4883     -58.156       -0.35085
     1.4950E-4      -14.250      336.450      -17.770       -7.4906     -58.150       -0.35098
     1.4950E-4      -14.400      336.440      -17.766       -7.4930     -58.144       -0.35112
     1.4950E-4      -14.550      336.440      -17.762       -7.4955     -58.138       -0.35126
     1.4950E-4      -14.700      336.430      -17.758       -7.4980     -58.132       -0.3514 
     1.4950E-4      -14.850      336.420      -17.753       -7.5006     -58.127       -0.35155
     1.4950E-4      -15.000      336.420      -17.749       -7.5032     -58.121       -0.3517 
     1.9900E-4      -15.000      337.080      -20.897       -4.8503     -58.887       -0.22223
     1.9900E-4      -14.850      337.090      -20.903       -4.8468     -58.895       -0.22205
     1.9900E-4      -14.700      337.090      -20.908       -4.8434     -58.902       -0.22187
     1.9900E-4      -14.550      337.100      -20.914       -4.8401     -58.910       -0.22169
     1.9900E-4      -14.400      337.110      -20.919       -4.8368     -58.917       -0.22152
     1.9900E-4      -14.250      337.120      -20.925       -4.8336     -58.924       -0.22135
     1.9900E-4      -14.100      337.120      -20.930       -4.8305     -58.932       -0.22119
     1.9900E-4      -13.950      337.130      -20.935       -4.8275     -58.939       -0.22103
     1.9900E-4      -13.800      337.140      -20.940       -4.8245     -58.946       -0.22087
     1.9900E-4      -13.650      337.140      -20.945       -4.8216     -58.954       -0.22072
     1.9900E-4      -13.500      337.150      -20.950       -4.8188     -58.961       -0.22057
     1.9900E-4      -13.350      337.160      -20.955       -4.8160     -58.968       -0.22042
     1.9900E-4      -13.200      337.170      -20.960       -4.8133     -58.975       -0.22028
     1.9900E-4      -13.050      337.170      -20.964       -4.8107     -58.982       -0.22014
     1.9900E-4      -12.900      337.180      -20.969       -4.8082     -58.989       -0.2200 
     1.9900E-4      -12.750      337.190      -20.974       -4.8058     -58.996       -0.21987
     1.9900E-4      -12.600      337.190      -20.978       -4.8034     -59.004       -0.21974
     1.9900E-4      -12.450      337.200      -20.982       -4.8011     -59.011       -0.21962
     1.9900E-4      -12.300      337.210      -20.987       -4.7988     -59.018       -0.21949
     1.9900E-4      -12.150      337.220      -20.991       -4.7967     -59.025       -0.21938
     1.9900E-4      -12.000      337.220      -20.995       -4.7946     -59.032       -0.21926
     1.9900E-4      -11.850      337.230      -20.999       -4.7926     -59.038       -0.21915
     1.9900E-4      -11.700      337.240      -21.003       -4.7906     -59.045       -0.21904
     1.9900E-4      -11.550      337.240      -21.006       -4.7888     -59.052       -0.21894
     1.9900E-4      -11.400      337.250      -21.010       -4.7870     -59.059       -0.21884
     1.9900E-4      -11.250      337.260      -21.014       -4.7853     -59.066       -0.21874
     1.9900E-4      -11.100      337.260      -21.017       -4.7836     -59.073       -0.21864
     1.9900E-4      -10.950      337.270      -21.021       -4.7821     -59.079       -0.21855
     1.9900E-4      -10.800      337.280      -21.024       -4.7806     -59.086       -0.21847
     1.9900E-4      -10.650      337.280      -21.028       -4.7791     -59.093       -0.21838
     1.9900E-4      -10.500      337.290      -21.031       -4.7778     -59.100       -0.2183 
     1.9900E-4      -10.350      337.300      -21.034       -4.7765     -59.106       -0.21823
     1.9900E-4      -10.200      337.300      -21.037       -4.7753     -59.113       -0.21815
     1.9900E-4      -10.050      337.310      -21.040       -4.7742     -59.119       -0.21809
     1.9900E-4       -9.9000     337.320      -21.043       -4.7731     -59.126       -0.21802
     1.9900E-4       -9.7500     337.320      -21.046       -4.7721     -59.132       -0.21796
     1.9900E-4       -9.6000     337.330      -21.048       -4.7712     -59.139       -0.2179 
     1.9900E-4       -9.4500     337.340      -21.051       -4.7704     -59.145       -0.21784
     1.9900E-4       -9.3000     337.340      -21.053       -4.7696     -59.152       -0.21779
     1.9900E-4       -9.1500     337.350      -21.056       -4.7689     -59.158       -0.21774
     1.9900E-4       -9.0000     337.350      -21.058       -4.7683     -59.165       -0.2177 
     1.9900E-4       -8.8500     337.360      -21.061       -4.7678     -59.171       -0.21766
     1.9900E-4       -8.7000     337.370      -21.063       -4.7673     -59.177       -0.21762
     1.9900E-4       -8.5500     337.370      -21.065       -4.7669     -59.184       -0.21758
     1.9900E-4       -8.4000     337.380      -21.067       -4.7666     -59.190       -0.21755
     1.9900E-4       -8.2500     337.390      -21.069       -4.7663     -59.196       -0.21752
     1.9900E-4       -8.1000     337.390      -21.071       -4.7662     -59.202       -0.2175 
     1.9900E-4       -7.9500     337.400      -21.072       -4.7661     -59.209       -0.21748
     1.9900E-4       -7.8000     337.400      -21.074       -4.7660     -59.215       -0.21746
     1.9900E-4       -7.6500     337.410      -21.076       -4.7661     -59.221       -0.21745
     1.9900E-4       -7.5000     337.420      -21.077       -4.7662     -59.227       -0.21744
     1.9900E-4       -7.3500     337.420      -21.078       -4.7664     -59.233       -0.21743
     1.9900E-4       -7.2000     337.430      -21.080       -4.7666     -59.239       -0.21743
     1.9900E-4       -7.0500     337.440      -21.081       -4.7670     -59.245       -0.21743
     1.9900E-4       -6.9000     337.440      -21.082       -4.7674     -59.251       -0.21743
     1.9900E-4       -6.7500     337.450      -21.083       -4.7679     -59.257       -0.21744
     1.9900E-4       -6.6000     337.450      -21.084       -4.7684     -59.263       -0.21745
     1.9900E-4       -6.4500     337.460      -21.085       -4.7691     -59.269       -0.21746
     1.9900E-4       -6.3000     337.460      -21.086       -4.7698     -59.275       -0.21748
     1.9900E-4       -6.1500     337.470      -21.087       -4.7706     -59.281       -0.2175 
     1.9900E-4       -6.0000     337.480      -21.087       -4.7714     -59.286       -0.21753
     1.9900E-4       -5.8500     337.480      -21.088       -4.7723     -59.292       -0.21755
     1.9900E-4       -5.7000     337.490      -21.088       -4.7733     -59.298       -0.21759
     1.9900E-4       -5.5500     337.490      -21.089       -4.7744     -59.304       -0.21762
     1.9900E-4       -5.4000     337.500      -21.089       -4.7755     -59.309       -0.21766
     1.9900E-4       -5.2500     337.510      -21.089       -4.7768     -59.315       -0.2177 
     1.9900E-4       -5.1000     337.510      -21.089       -4.7780     -59.321       -0.21775
     1.9900E-4       -4.9500     337.520      -21.089       -4.7794     -59.326       -0.21779
     1.9900E-4       -4.8000     337.520      -21.089       -4.7808     -59.332       -0.21785
