    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn     RPN:dT    RPN:ChngeM 
      m^3/s        deg          K           W           W           _           _      
         0f          0g          0c          1e         13e          9A         16A    
     4.3570E-3        5.10000    341.010     -302.50       207.530      -70.935        2.27850
     4.3570E-3        5.25000    341.010     -302.39       207.420      -70.940        2.27740
     4.3570E-3        5.40000    341.000     -302.28       207.320      -70.944        2.27630
     4.3570E-3        5.55000    341.000     -302.17       207.210      -70.949        2.27520
     4.3570E-3        5.70000    341.000     -302.05       207.100      -70.953        2.27410
     4.3570E-3        5.85000    341.000     -301.93       206.980      -70.957        2.27300
     4.3570E-3        6.00000    340.990     -301.81       206.870      -70.961        2.27190
     4.3570E-3        6.15000    340.990     -301.69       206.760      -70.965        2.27080
     4.3570E-3        6.30000    340.990     -301.57       206.640      -70.969        2.26970
     4.3570E-3        6.45000    340.980     -301.44       206.520      -70.972        2.26860
     4.3570E-3        6.60000    340.980     -301.31       206.400      -70.976        2.26740
     4.3570E-3        6.75000    340.980     -301.18       206.280      -70.979        2.26630
     4.3570E-3        6.90000    340.970     -301.05       206.150      -70.982        2.26520
     4.3570E-3        7.05000    340.970     -300.92       206.030      -70.985        2.26400
     4.3570E-3        7.20000    340.970     -300.78       205.900      -70.988        2.26290
     4.3570E-3        7.35000    340.960     -300.64       205.770      -70.991        2.26170
     4.3570E-3        7.50000    340.960     -300.50       205.640      -70.994        2.26060
     4.3570E-3        7.65000    340.960     -300.36       205.510      -70.997        2.25940
     4.3570E-3        7.80000    340.950     -300.21       205.380      -70.999        2.25820
     4.3570E-3        7.95000    340.950     -300.07       205.240      -71.001        2.25710
     4.3570E-3        8.10000    340.940     -299.92       205.110      -71.004        2.25590
     4.3570E-3        8.25000    340.940     -299.77       204.970      -71.006        2.25470
     4.3570E-3        8.40000    340.930     -299.61       204.830      -71.008        2.25350
     4.3570E-3        8.55000    340.930     -299.46       204.690      -71.009        2.25230
     4.3570E-3        8.70000    340.930     -299.30       204.550      -71.011        2.25110
     4.3570E-3        8.85000    340.920     -299.14       204.400      -71.013        2.24990
     4.3570E-3        9.00000    340.920     -298.98       204.260      -71.014        2.24870
     4.3570E-3        9.15000    340.910     -298.81       204.110      -71.015        2.24750
     4.3570E-3        9.30000    340.910     -298.65       203.960      -71.017        2.24630
     4.3570E-3        9.45000    340.900     -298.48       203.810      -71.018        2.24510
     4.3570E-3        9.60000    340.900     -298.31       203.660      -71.019        2.24380
     4.3570E-3        9.75000    340.890     -298.14       203.500      -71.019        2.24260
     4.3570E-3        9.90000    340.890     -297.96       203.350      -71.020        2.24130
     4.3570E-3       10.0500     340.880     -297.79       203.190      -71.020        2.24010
     4.3570E-3       10.2000     340.880     -297.61       203.030      -71.021        2.23890
     4.3570E-3       10.3500     340.870     -297.43       202.870      -71.021        2.23760
     4.3570E-3       10.5000     340.860     -297.24       202.710      -71.021        2.23630
     4.3570E-3       10.6500     340.860     -297.06       202.550      -71.021        2.23510
     4.3570E-3       10.8000     340.850     -296.87       202.380      -71.021        2.23380
     4.3570E-3       10.9500     340.850     -296.68       202.220      -71.021        2.23250
     4.3570E-3       11.1000     340.840     -296.49       202.050      -71.020        2.23120
     4.3570E-3       11.2500     340.830     -296.30       201.880      -71.020        2.22990
     4.3570E-3       11.4000     340.830     -296.10       201.710      -71.019        2.22870
     4.3570E-3       11.5500     340.820     -295.91       201.540      -71.018        2.22740
     4.3570E-3       11.7000     340.820     -295.71       201.360      -71.017        2.22610
     4.3570E-3       11.8500     340.810     -295.51       201.190      -71.016        2.22470
     4.3570E-3       12.0000     340.800     -295.30       201.010      -71.015        2.22340
     4.3570E-3       12.1500     340.800     -295.10       200.830      -71.014        2.22210
     4.3570E-3       12.3000     340.790     -294.89       200.650      -71.012        2.22080
     4.3570E-3       12.4500     340.780     -294.68       200.470      -71.011        2.21950
     4.3570E-3       12.6000     340.780     -294.47       200.280      -71.009        2.21810
     4.3570E-3       12.7500     340.770     -294.25       200.100      -71.007        2.21680
     4.3570E-3       12.9000     340.760     -294.04       199.910      -71.005        2.21540
     4.3570E-3       13.0500     340.750     -293.82       199.720      -71.003        2.21410
     4.3570E-3       13.2000     340.750     -293.60       199.540      -71.000        2.21270
     4.3570E-3       13.3500     340.740     -293.38       199.340      -70.998        2.21130
     4.3570E-3       13.5000     340.730     -293.15       199.150      -70.995        2.21000
     4.3570E-3       13.6500     340.720     -292.93       198.960      -70.993        2.20860
     4.3570E-3       13.8000     340.720     -292.70       198.760      -70.990        2.20720
     4.3570E-3       13.9500     340.710     -292.47       198.560      -70.987        2.20580
     4.3570E-3       14.1000     340.700     -292.24       198.360      -70.984        2.20440
     4.3570E-3       14.2500     340.690     -292.00       198.160      -70.981        2.20300
     4.3570E-3       14.4000     340.680     -291.76       197.960      -70.977        2.20160
     4.3570E-3       14.5500     340.680     -291.53       197.760      -70.974        2.20020
     4.3570E-3       14.7000     340.670     -291.29       197.550      -70.970        2.19880
     4.3570E-3       14.8500     340.660     -291.04       197.350      -70.966        2.19740
     4.3570E-3       15.0000     340.650     -290.80       197.140      -70.962        2.19600
     4.4065E-3       15.0000     340.640     -294.00       199.440      -71.037        2.19950
     4.4065E-3       14.8500     340.650     -294.25       199.650      -71.041        2.20090
     4.4065E-3       14.7000     340.660     -294.49       199.860      -71.045        2.20230
     4.4065E-3       14.5500     340.670     -294.74       200.060      -71.048        2.20370
     4.4065E-3       14.4000     340.680     -294.98       200.270      -71.052        2.20510
     4.4065E-3       14.2500     340.690     -295.22       200.470      -71.055        2.20650
     4.4065E-3       14.1000     340.690     -295.45       200.680      -71.058        2.20790
     4.4065E-3       13.9500     340.700     -295.69       200.880      -71.061        2.20930
     4.4065E-3       13.8000     340.710     -295.92       201.080      -71.064        2.21070
     4.4065E-3       13.6500     340.720     -296.15       201.280      -71.067        2.21210
     4.4065E-3       13.5000     340.730     -296.38       201.470      -71.069        2.21340
     4.4065E-3       13.3500     340.730     -296.61       201.670      -71.072        2.21480
     4.4065E-3       13.2000     340.740     -296.83       201.860      -71.074        2.21610
     4.4065E-3       13.0500     340.750     -297.06       202.050      -71.076        2.21750
     4.4065E-3       12.9000     340.750     -297.28       202.240      -71.078        2.21880
     4.4065E-3       12.7500     340.760     -297.50       202.430      -71.080        2.22020
     4.4065E-3       12.6000     340.770     -297.71       202.620      -71.082        2.22150
     4.4065E-3       12.4500     340.780     -297.93       202.800      -71.084        2.22280
     4.4065E-3       12.3000     340.780     -298.14       202.990      -71.085        2.22420
     4.4065E-3       12.1500     340.790     -298.35       203.170      -71.087        2.22550
     4.4065E-3       12.0000     340.800     -298.56       203.350      -71.088        2.22680
     4.4065E-3       11.8500     340.800     -298.76       203.530      -71.089        2.22810
     4.4065E-3       11.7000     340.810     -298.97       203.710      -71.090        2.22940
     4.4065E-3       11.5500     340.820     -299.17       203.880      -71.091        2.23070
     4.4065E-3       11.4000     340.820     -299.37       204.060      -71.091        2.23200
     4.4065E-3       11.2500     340.830     -299.56       204.230      -71.092        2.23330
     4.4065E-3       11.1000     340.830     -299.76       204.400      -71.092        2.23460
     4.4065E-3       10.9500     340.840     -299.95       204.570      -71.093        2.23580
     4.4065E-3       10.8000     340.850     -300.14       204.740      -71.093        2.23710
     4.4065E-3       10.6500     340.850     -300.33       204.900      -71.093        2.23840
     4.4065E-3       10.5000     340.860     -300.52       205.070      -71.093        2.23960
     4.4065E-3       10.3500     340.860     -300.70       205.230      -71.093        2.24090
     4.4065E-3       10.2000     340.870     -300.89       205.390      -71.092        2.24210
     4.4065E-3       10.0500     340.880     -301.07       205.550      -71.092        2.24340
     4.4065E-3        9.90000    340.880     -301.25       205.710      -71.091        2.24460
     4.4065E-3        9.75000    340.890     -301.42       205.870      -71.090        2.24590
     4.4065E-3        9.60000    340.890     -301.60       206.020      -71.089        2.24710
     4.4065E-3        9.45000    340.900     -301.77       206.180      -71.088        2.24830
     4.4065E-3        9.30000    340.900     -301.94       206.330      -71.087        2.24950
     4.4065E-3        9.15000    340.910     -302.11       206.480      -71.086        2.25080
     4.4065E-3        9.00000    340.910     -302.27       206.630      -71.085        2.25200
     4.4065E-3        8.85000    340.920     -302.44       206.780      -71.083        2.25320
     4.4065E-3        8.70000    340.920     -302.60       206.920      -71.081        2.25440
     4.4065E-3        8.55000    340.930     -302.76       207.070      -71.080        2.25560
     4.4065E-3        8.40000    340.930     -302.91       207.210      -71.078        2.25670
     4.4065E-3        8.25000    340.930     -303.07       207.350      -71.076        2.25790
     4.4065E-3        8.10000    340.940     -303.22       207.490      -71.073        2.25910
     4.4065E-3        7.95000    340.940     -303.37       207.630      -71.071        2.26030
     4.4065E-3        7.80000    340.950     -303.52       207.760      -71.069        2.26140
     4.4065E-3        7.65000    340.950     -303.67       207.900      -71.066        2.26260
     4.4065E-3        7.50000    340.950     -303.81       208.030      -71.063        2.26380
     4.4065E-3        7.35000    340.960     -303.96       208.160      -71.060        2.26490
     4.4065E-3        7.20000    340.960     -304.10       208.290      -71.057        2.26610
     4.4065E-3        7.05000    340.970     -304.23       208.420      -71.054        2.26720
     4.4065E-3        6.90000    340.970     -304.37       208.540      -71.051        2.26830
     4.4065E-3        6.75000    340.970     -304.50       208.670      -71.048        2.26950
     4.4065E-3        6.60000    340.980     -304.64       208.790      -71.044        2.27060
     4.4065E-3        6.45000    340.980     -304.77       208.910      -71.041        2.27170
     4.4065E-3        6.30000    340.980     -304.89       209.030      -71.037        2.27280
     4.4065E-3        6.15000    340.990     -305.02       209.150      -71.033        2.27390
     4.4065E-3        6.00000    340.990     -305.14       209.270      -71.029        2.27510
     4.4065E-3        5.85000    340.990     -305.26       209.380      -71.025        2.27620
     4.4065E-3        5.70000    340.990     -305.38       209.500      -71.021        2.27720
     4.4065E-3        5.55000    341.000     -305.50       209.610      -71.016        2.27830
     4.4065E-3        5.40000    341.000     -305.61       209.720      -71.012        2.27940
     4.4065E-3        5.25000    341.000     -305.72       209.830      -71.007        2.28050
     4.4065E-3        5.10000    341.000     -305.83       209.930      -71.002        2.28160
     4.4065E-3        4.95000    341.010     -305.94       210.040      -70.997        2.28270
     4.4065E-3        4.80000    341.010     -306.05       210.140      -70.992        2.28370
     4.4065E-3        4.65000    341.010     -306.15       210.250      -70.987        2.28480
     4.4065E-3        4.50000    341.010     -306.25       210.350      -70.982        2.28580
     4.4065E-3        4.35000    341.010     -306.35       210.440      -70.977        2.28690
     4.4065E-3        4.20000    341.020     -306.45       210.540      -70.971        2.28790
     4.4065E-3        4.05000    341.020     -306.55       210.640      -70.966        2.28900
     4.4065E-3        3.90000    341.020     -306.64       210.730      -70.960        2.29000
     4.4065E-3        3.75000    341.020     -306.73       210.820      -70.954        2.29110
     4.4065E-3        3.60000    341.020     -306.82       210.910      -70.948        2.29210
     4.4065E-3        3.45000    341.020     -306.91       211.000      -70.942        2.29310
     4.4065E-3        3.30000    341.030     -306.99       211.090      -70.935        2.29410
     4.4065E-3        3.15000    341.030     -307.07       211.180      -70.929        2.29510
     4.4065E-3        3.00000    341.030     -307.15       211.260      -70.922        2.29610
     4.4065E-3        2.85000    341.030     -307.23       211.340      -70.916        2.29710
     4.4065E-3        2.70000    341.030     -307.31       211.420      -70.909        2.29810
     4.4065E-3        2.55000    341.030     -307.38       211.500      -70.902        2.29910
     4.4065E-3        2.40000    341.030     -307.45       211.580      -70.895        2.30010
     4.4065E-3        2.25000    341.030     -307.52       211.650      -70.888        2.30110
     4.4065E-3        2.10000    341.030     -307.59       211.730      -70.881        2.30210
     4.4065E-3        1.95000    341.030     -307.65       211.800      -70.873        2.30310
     4.4065E-3        1.80000    341.030     -307.72       211.870      -70.866        2.30400
     4.4065E-3        1.65000    341.030     -307.78       211.940      -70.858        2.30500
     4.4065E-3        1.50000    341.030     -307.84       212.010      -70.850        2.30600
     4.4065E-3        1.35000    341.030     -307.89       212.070      -70.843        2.30690
     4.4065E-3        1.20000    341.030     -307.95       212.140      -70.835        2.30790
     4.4065E-3        1.05000    341.030     -308.00       212.200      -70.826        2.30880
     4.4065E-3        0.90000    341.030     -308.05       212.260      -70.818        2.30970
     4.4065E-3        0.75000    341.030     -308.10       212.320      -70.810        2.31070
     4.4065E-3        0.60000    341.030     -308.14       212.380      -70.801        2.31160
     4.4065E-3        0.45000    341.030     -308.19       212.440      -70.793        2.31250
     4.4065E-3        0.30000    341.030     -308.23       212.490      -70.784        2.31340
     4.4065E-3        0.15000    341.030     -308.27       212.540      -70.775        2.31440
     4.4065E-3   -1.1102E-15     341.030     -308.30       212.590      -70.766        2.31530
     4.4065E-3       -0.1500     341.030     -308.34       212.640      -70.757        2.31620
     4.4065E-3       -0.3000     341.030     -308.37       212.690      -70.748        2.31710
     4.4065E-3       -0.4500     341.030     -308.40       212.740      -70.738        2.31800
     4.4065E-3       -0.6000     341.030     -308.43       212.780      -70.729        2.31880
     4.4065E-3       -0.7500     341.030     -308.46       212.820      -70.719        2.31970
     4.4065E-3       -0.9000     341.030     -308.48       212.870      -70.710        2.32060
     4.4065E-3       -1.0500     341.020     -308.50       212.910      -70.700        2.32150
     4.4065E-3       -1.2000     341.020     -308.52       212.940      -70.690        2.32240
     4.4065E-3       -1.3500     341.020     -308.54       212.980      -70.680        2.32320
     4.4065E-3       -1.5000     341.020     -308.56       213.010      -70.670        2.32410
     4.4065E-3       -1.6500     341.020     -308.57       213.050      -70.659        2.32490
     4.4065E-3       -1.8000     341.020     -308.58       213.080      -70.649        2.32580
     4.4065E-3       -1.9500     341.010     -308.59       213.110      -70.638        2.32660
     4.4065E-3       -2.1000     341.010     -308.60       213.140      -70.628        2.32750
     4.4065E-3       -2.2500     341.010     -308.60       213.160      -70.617        2.32830
     4.4065E-3       -2.4000     341.010     -308.61       213.190      -70.606        2.32910
     4.4065E-3       -2.5500     341.010     -308.61       213.210      -70.595        2.33000
     4.4065E-3       -2.7000     341.000     -308.60       213.230      -70.584        2.33080
     4.4065E-3       -2.8500     341.000     -308.60       213.250      -70.573        2.33160
     4.4065E-3       -3.0000     341.000     -308.59       213.270      -70.561        2.33240
     4.4065E-3       -3.1500     341.000     -308.59       213.280      -70.550        2.33320
     4.4065E-3       -3.3000     340.990     -308.58       213.300      -70.538        2.33400
     4.4065E-3       -3.4500     340.990     -308.56       213.310      -70.526        2.33480
     4.4065E-3       -3.6000     340.990     -308.55       213.320      -70.515        2.33560
     4.4065E-3       -3.7500     340.980     -308.53       213.330      -70.503        2.33640
     4.4065E-3       -3.9000     340.980     -308.51       213.340      -70.490        2.33710
     4.4065E-3       -4.0500     340.980     -308.49       213.350      -70.478        2.33790
     4.4065E-3       -4.2000     340.980     -308.47       213.350      -70.466        2.33870
     4.4065E-3       -4.3500     340.970     -308.44       213.360      -70.453        2.33940
     4.4065E-3       -4.5000     340.970     -308.41       213.360      -70.441        2.34020
     4.4065E-3       -4.6500     340.970     -308.38       213.360      -70.428        2.34100
     4.4065E-3       -4.8000     340.960     -308.35       213.350      -70.415        2.34170
     4.4065E-3       -4.9500     340.960     -308.32       213.350      -70.403        2.34240
     4.4065E-3       -5.1000     340.950     -308.28       213.350      -70.390        2.34320
     4.4065E-3       -5.2500     340.950     -308.24       213.340      -70.376        2.34390
     4.4065E-3       -5.4000     340.950     -308.20       213.330      -70.363        2.34460
     4.4065E-3       -5.5500     340.940     -308.16       213.320      -70.350        2.34540
     4.4065E-3       -5.7000     340.940     -308.12       213.310      -70.336        2.34610
     4.4065E-3       -5.8500     340.930     -308.07       213.290      -70.323        2.34680
     4.4065E-3       -6.0000     340.930     -308.02       213.280      -70.309        2.34750
     4.4065E-3       -6.1500     340.930     -307.97       213.260      -70.295        2.34820
     4.4065E-3       -6.3000     340.920     -307.92       213.240      -70.281        2.34890
     4.4065E-3       -6.4500     340.920     -307.86       213.220      -70.267        2.34960
     4.4065E-3       -6.6000     340.910     -307.80       213.200      -70.253        2.35030
     4.4065E-3       -6.7500     340.910     -307.74       213.180      -70.239        2.35090
     4.4065E-3       -6.9000     340.900     -307.68       213.150      -70.224        2.35160
     4.4065E-3       -7.0500     340.900     -307.62       213.120      -70.210        2.35230
     4.4065E-3       -7.2000     340.890     -307.55       213.100      -70.195        2.35290
     4.4065E-3       -7.3500     340.890     -307.48       213.070      -70.180        2.35360
     4.4065E-3       -7.5000     340.880     -307.41       213.030      -70.166        2.35420
     4.4065E-3       -7.6500     340.880     -307.34       213.000      -70.151        2.35490
     4.4065E-3       -7.8000     340.870     -307.26       212.960      -70.135        2.35550
     4.4065E-3       -7.9500     340.870     -307.19       212.930      -70.120        2.35620
     4.4065E-3       -8.1000     340.860     -307.11       212.890      -70.105        2.35680
     4.4065E-3       -8.2500     340.850     -307.02       212.850      -70.090        2.35740
     4.4065E-3       -8.4000     340.850     -306.94       212.810      -70.074        2.35800
     4.4065E-3       -8.5500     340.840     -306.86       212.760      -70.058        2.35870
     4.4065E-3       -8.7000     340.840     -306.77       212.720      -70.043        2.35930
     4.4065E-3       -8.8500     340.830     -306.68       212.670      -70.027        2.35990
     4.4065E-3       -9.0000     340.830     -306.59       212.620      -70.011        2.36050
     4.4065E-3       -9.1500     340.820     -306.49       212.570      -69.995        2.36110
     4.4065E-3       -9.3000     340.810     -306.40       212.520      -69.978        2.36160
     4.4065E-3       -9.4500     340.810     -306.30       212.470      -69.962        2.36220
     4.4065E-3       -9.6000     340.800     -306.20       212.410      -69.946        2.36280
     4.4065E-3       -9.7500     340.790     -306.09       212.350      -69.929        2.36340
     4.4065E-3       -9.9000     340.790     -305.99       212.290      -69.912        2.36390
     4.4065E-3      -10.050      340.780     -305.88       212.230      -69.896        2.36450
     4.4065E-3      -10.200      340.770     -305.77       212.170      -69.879        2.36500
     4.4065E-3      -10.350      340.770     -305.66       212.110      -69.862        2.36560
     4.4065E-3      -10.500      340.760     -305.55       212.040      -69.845        2.36610
     4.4065E-3      -10.650      340.750     -305.43       211.980      -69.827        2.36660
     4.4065E-3      -10.800      340.750     -305.31       211.910      -69.810        2.36720
     4.4065E-3      -10.950      340.740     -305.19       211.840      -69.793        2.36770
     4.4065E-3      -11.100      340.730     -305.07       211.760      -69.775        2.36820
     4.4065E-3      -11.250      340.720     -304.95       211.690      -69.758        2.36870
     4.4065E-3      -11.400      340.720     -304.82       211.620      -69.740        2.36920
     4.4065E-3      -11.550      340.710     -304.69       211.540      -69.722        2.36970
     4.4065E-3      -11.700      340.700     -304.56       211.460      -69.704        2.37020
     4.4065E-3      -11.850      340.690     -304.43       211.380      -69.686        2.37070
     4.4065E-3      -12.000      340.690     -304.30       211.300      -69.668        2.37120
     4.4065E-3      -12.150      340.680     -304.16       211.210      -69.649        2.37160
     4.4065E-3      -12.300      340.670     -304.02       211.130      -69.631        2.37210
     4.4065E-3      -12.450      340.660     -303.88       211.040      -69.612        2.37260
     4.4065E-3      -12.600      340.650     -303.74       210.950      -69.594        2.37300
     4.4065E-3      -12.750      340.650     -303.59       210.860      -69.575        2.37350
     4.4065E-3      -12.900      340.640     -303.44       210.770      -69.556        2.37390
     4.4065E-3      -13.050      340.630     -303.29       210.680      -69.537        2.37440
     4.4065E-3      -13.200      340.620     -303.14       210.580      -69.518        2.37480
     4.4065E-3      -13.350      340.610     -302.99       210.480      -69.499        2.37520
     4.4065E-3      -13.500      340.600     -302.83       210.390      -69.480        2.37560
     4.4065E-3      -13.650      340.600     -302.68       210.280      -69.460        2.37600
     4.4065E-3      -13.800      340.590     -302.52       210.180      -69.441        2.37640
     4.4065E-3      -13.950      340.580     -302.35       210.080      -69.421        2.37680
     4.4065E-3      -14.100      340.570     -302.19       209.970      -69.402        2.37720
     4.4065E-3      -14.250      340.560     -302.02       209.870      -69.382        2.37760
     4.4065E-3      -14.400      340.550     -301.85       209.760      -69.362        2.37800
     4.4065E-3      -14.550      340.540     -301.68       209.650      -69.342        2.37840
     4.4065E-3      -14.700      340.530     -301.51       209.540      -69.322        2.37870
     4.4065E-3      -14.850      340.520     -301.34       209.420      -69.301        2.37910
     4.4065E-3      -15.000      340.510     -301.16       209.310      -69.281        2.37950
     4.4560E-3      -15.000      340.510     -304.43       211.670      -69.333        2.38180
     4.4560E-3      -14.850      340.520     -304.61       211.790      -69.354        2.38140
     4.4560E-3      -14.700      340.530     -304.79       211.900      -69.374        2.38110
     4.4560E-3      -14.550      340.540     -304.96       212.020      -69.394        2.38070
     4.4560E-3      -14.400      340.550     -305.13       212.130      -69.415        2.38030
     4.4560E-3      -14.250      340.560     -305.30       212.240      -69.435        2.37990
     4.4560E-3      -14.100      340.570     -305.47       212.350      -69.455        2.37960
     4.4560E-3      -13.950      340.580     -305.64       212.450      -69.474        2.37920
     4.4560E-3      -13.800      340.590     -305.80       212.560      -69.494        2.37880
     4.4560E-3      -13.650      340.590     -305.97       212.660      -69.514        2.37840
     4.4560E-3      -13.500      340.600     -306.13       212.760      -69.533        2.37800
     4.4560E-3      -13.350      340.610     -306.28       212.860      -69.553        2.37760
     4.4560E-3      -13.200      340.620     -306.44       212.960      -69.572        2.37710
     4.4560E-3      -13.050      340.630     -306.59       213.060      -69.591        2.37670
     4.4560E-3      -12.900      340.640     -306.74       213.150      -69.610        2.37630
     4.4560E-3      -12.750      340.640     -306.89       213.250      -69.629        2.37580
     4.4560E-3      -12.600      340.650     -307.04       213.340      -69.648        2.37540
     4.4560E-3      -12.450      340.660     -307.18       213.430      -69.667        2.37490
     4.4560E-3      -12.300      340.670     -307.33       213.520      -69.685        2.37450
     4.4560E-3      -12.150      340.680     -307.47       213.600      -69.704        2.37400
     4.4560E-3      -12.000      340.680     -307.61       213.690      -69.722        2.37360
     4.4560E-3      -11.850      340.690     -307.74       213.770      -69.740        2.37310
     4.4560E-3      -11.700      340.700     -307.88       213.850      -69.759        2.37260
     4.4560E-3      -11.550      340.710     -308.01       213.930      -69.777        2.37210
     4.4560E-3      -11.400      340.710     -308.14       214.010      -69.795        2.37160
     4.4560E-3      -11.250      340.720     -308.27       214.090      -69.813        2.37110
     4.4560E-3      -11.100      340.730     -308.39       214.160      -69.830        2.37060
     4.4560E-3      -10.950      340.740     -308.51       214.240      -69.848        2.37010
     4.4560E-3      -10.800      340.740     -308.64       214.310      -69.865        2.36960
     4.4560E-3      -10.650      340.750     -308.75       214.380      -69.883        2.36910
     4.4560E-3      -10.500      340.760     -308.87       214.440      -69.900        2.36850
     4.4560E-3      -10.350      340.760     -308.99       214.510      -69.917        2.36800
     4.4560E-3      -10.200      340.770     -309.10       214.580      -69.935        2.36750
     4.4560E-3      -10.050      340.780     -309.21       214.640      -69.951        2.36690
     4.4560E-3       -9.9000     340.790     -309.32       214.700      -69.968        2.36640
     4.4560E-3       -9.7500     340.790     -309.42       214.760      -69.985        2.36580
     4.4560E-3       -9.6000     340.800     -309.53       214.820      -70.002        2.36520
     4.4560E-3       -9.4500     340.800     -309.63       214.870      -70.018        2.36470
     4.4560E-3       -9.3000     340.810     -309.73       214.930      -70.035        2.36410
     4.4560E-3       -9.1500     340.820     -309.83       214.980      -70.051        2.36350
     4.4560E-3       -9.0000     340.820     -309.92       215.030      -70.067        2.36290
     4.4560E-3       -8.8500     340.830     -310.02       215.080      -70.083        2.36230
     4.4560E-3       -8.7000     340.830     -310.11       215.130      -70.099        2.36170
     4.4560E-3       -8.5500     340.840     -310.20       215.180      -70.115        2.36110
     4.4560E-3       -8.4000     340.850     -310.28       215.220      -70.131        2.36050
     4.4560E-3       -8.2500     340.850     -310.37       215.260      -70.147        2.35990
     4.4560E-3       -8.1000     340.860     -310.45       215.300      -70.162        2.35930
     4.4560E-3       -7.9500     340.860     -310.53       215.340      -70.178        2.35870
     4.4560E-3       -7.8000     340.870     -310.61       215.380      -70.193        2.35800
     4.4560E-3       -7.6500     340.870     -310.68       215.420      -70.208        2.35740
     4.4560E-3       -7.5000     340.880     -310.76       215.450      -70.223        2.35680
     4.4560E-3       -7.3500     340.880     -310.83       215.480      -70.238        2.35610
     4.4560E-3       -7.2000     340.890     -310.90       215.510      -70.253        2.35550
     4.4560E-3       -7.0500     340.890     -310.96       215.540      -70.268        2.35480
     4.4560E-3       -6.9000     340.900     -311.03       215.570      -70.282        2.35410
     4.4560E-3       -6.7500     340.900     -311.09       215.600      -70.297        2.35350
     4.4560E-3       -6.6000     340.910     -311.15       215.620      -70.311        2.35280
     4.4560E-3       -6.4500     340.910     -311.21       215.640      -70.326        2.35210
     4.4560E-3       -6.3000     340.920     -311.27       215.660      -70.340        2.35140
     4.4560E-3       -6.1500     340.920     -311.32       215.680      -70.354        2.35070
     4.4560E-3       -6.0000     340.930     -311.37       215.700      -70.368        2.35000
     4.4560E-3       -5.8500     340.930     -311.42       215.720      -70.382        2.34930
     4.4560E-3       -5.7000     340.940     -311.47       215.730      -70.395        2.34860
     4.4560E-3       -5.5500     340.940     -311.52       215.740      -70.409        2.34790
     4.4560E-3       -5.4000     340.940     -311.56       215.750      -70.422        2.34720
     4.4560E-3       -5.2500     340.950     -311.60       215.760      -70.436        2.34650
     4.4560E-3       -5.1000     340.950     -311.64       215.770      -70.449        2.34580
     4.4560E-3       -4.9500     340.950     -311.68       215.780      -70.462        2.34500
     4.4560E-3       -4.8000     340.960     -311.71       215.780      -70.475        2.34430
     4.4560E-3       -4.6500     340.960     -311.74       215.780      -70.488        2.34360
     4.4560E-3       -4.5000     340.970     -311.77       215.780      -70.501        2.34280
     4.4560E-3       -4.3500     340.970     -311.80       215.780      -70.513        2.34210
     4.4560E-3       -4.2000     340.970     -311.83       215.780      -70.526        2.34130
     4.4560E-3       -4.0500     340.980     -311.85       215.770      -70.538        2.34050
     4.4560E-3       -3.9000     340.980     -311.87       215.770      -70.551        2.33980
     4.4560E-3       -3.7500     340.980     -311.89       215.760      -70.563        2.33900
     4.4560E-3       -3.6000     340.980     -311.91       215.750      -70.575        2.33820
     4.4560E-3       -3.4500     340.990     -311.92       215.740      -70.587        2.33740
     4.4560E-3       -3.3000     340.990     -311.94       215.730      -70.599        2.33660
     4.4560E-3       -3.1500     340.990     -311.95       215.710      -70.610        2.33580
     4.4560E-3       -3.0000     341.000     -311.96       215.700      -70.622        2.33500
     4.4560E-3       -2.8500     341.000     -311.96       215.680      -70.634        2.33420
     4.4560E-3       -2.7000     341.000     -311.97       215.660      -70.645        2.33340
     4.4560E-3       -2.5500     341.000     -311.97       215.640      -70.656        2.33260
     4.4560E-3       -2.4000     341.000     -311.97       215.610      -70.667        2.33180
     4.4560E-3       -2.2500     341.010     -311.96       215.590      -70.678        2.33100
     4.4560E-3       -2.1000     341.010     -311.96       215.560      -70.689        2.33010
     4.4560E-3       -1.9500     341.010     -311.95       215.530      -70.700        2.32930
     4.4560E-3       -1.8000     341.010     -311.94       215.500      -70.711        2.32850
     4.4560E-3       -1.6500     341.010     -311.93       215.470      -70.721        2.32760
     4.4560E-3       -1.5000     341.020     -311.92       215.440      -70.732        2.32680
     4.4560E-3       -1.3500     341.020     -311.90       215.410      -70.742        2.32590
     4.4560E-3       -1.2000     341.020     -311.89       215.370      -70.752        2.32510
     4.4560E-3       -1.0500     341.020     -311.87       215.330      -70.762        2.32420
     4.4560E-3       -0.9000     341.020     -311.84       215.290      -70.772        2.32330
     4.4560E-3       -0.7500     341.020     -311.82       215.250      -70.782        2.32250
     4.4560E-3       -0.6000     341.020     -311.79       215.210      -70.792        2.32160
     4.4560E-3       -0.4500     341.030     -311.76       215.160      -70.801        2.32070
     4.4560E-3       -0.3000     341.030     -311.73       215.120      -70.811        2.31980
     4.4560E-3       -0.1500     341.030     -311.70       215.070      -70.820        2.31890
     4.4560E-3   -6.6613E-16     341.030     -311.66       215.020      -70.829        2.31800
     4.4560E-3        0.15000    341.030     -311.63       214.970      -70.838        2.31710
     4.4560E-3        0.30000    341.030     -311.59       214.910      -70.847        2.31620
